cutting_speed_mmin,feed_rate_mmrev,operating_time_hours,tool_material,workpiece_material,coolant_type,lubrication,machine_rigidity,vibration_level,tool_coating,tool_geometry,tool_wear_mm
95.24388591337244,0.06015476135038883,707.1784668311935,HSS,Titanium,Oil,,Medium,Medium,TiAlN,Worn,2.738474995801956
231.84200307114358,0.0359183280654088,681.1367228490752,Ceramic,Steel,Synthetic,Minimum,Medium,Low,,Sharp,0.23098771019628545
160.21560424458042,0.09063192867255962,559.0798633735329,Carbide,Titanium,Synthetic,Dry,Medium,High,TiAlN,Worn,1.3641605397277874
142.12642937108842,0.45249281677147885,243.52322911847895,Diamond,Aluminum,Synthetic,Minimum,Low,Medium,TiAlN,Sharp,0.8635049750185678
213.84558818792536,0.3428664968899405,79.26370029319783,HSS,Aluminum,None,Minimum,Medium,High,TiAlN,Standard,2.7881715097288673
225.68876328094615,0.46209243728730764,623.579217413407,Carbide,Composite,,Flood,,High,None,Standard,0.8616722440109644
184.27479471748725,0.33906310552024027,178.21413409787007,Diamond,,Water,Flood,High,,TiN,Worn,1.1513439372132628
35.50798231055815,0.48331387554707456,355.5449809260064,Ceramic,Aluminum,Synthetic,Mist,Low,High,TiAlN,Standard,2.6706031771144185
161.38535117425258,0.23067520182317977,,Carbide,,Water,Minimum,Low,Medium,TiN,,1.635348113996574
210.7642972045735,0.30756749034936565,549.9266427592954,Diamond,Composite,Synthetic,Flood,Medium,Medium,TiN,Standard,
149.95925451277878,0.30856901657859653,392.5132674413626,Carbide,Aluminum,Synthetic,Mist,Low,High,DLC,Worn,1.9998588589763437
235.66890156488464,0.021507159901069814,557.1539465900366,Ceramic,Titanium,None,,Medium,High,TiN,Worn,0.28361522776292125
227.40982488847487,0.03317814097297154,652.1604004140297,Diamond,Titanium,Synthetic,,Medium,Medium,DLC,Sharp,1.3326207015805602
,0.08972730118989464,571.8834057570577,Carbide,Composite,Water,Minimum,Low,Low,TiAlN,Standard,0.5703460382203547
118.84277440502555,0.26534218647404323,243.10465322411818,Diamond,,Oil,Minimum,Medium,Low,None,Standard,0.24214319466584017
42.116819163180736,0.2266527297954421,715.9574895007822,Ceramic,Aluminum,Oil,Minimum,Medium,High,TiN,Sharp,1.1527658467578838
169.17150348293427,0.2790795482637618,442.70429384950353,Carbide,Titanium,None,Flood,Medium,Low,TiN,Sharp,2.7298658112005727
88.5122351499383,0.40423558111968766,374.97298012506707,HSS,Composite,Oil,,Medium,Low,,Sharp,0.3971263071464159
177.05950868522945,0.41467533369375564,462.16236961459873,Diamond,Aluminum,Oil,Dry,High,,DLC,Worn,0.06997769482564976
205.72747222896902,0.48896712970641704,389.1599001791743,Diamond,Aluminum,Synthetic,Minimum,Low,Medium,DLC,Worn,2.808512907459572
119.91257236485465,0.28762294402587035,,Diamond,Steel,None,Mist,High,Low,DLC,Sharp,1.6138111982443124
33.42864245313391,0.18666343470326296,339.4278610273624,Diamond,Steel,Water,,Medium,High,TiN,Standard,1.6978118554116783
220.3557552960787,0.167853298339295,,Diamond,Composite,Synthetic,Flood,Low,Low,TiAlN,Sharp,2.78893637885074
150.78156382072055,0.1835559567889142,609.3234132668572,Diamond,Steel,,Minimum,Low,Medium,DLC,Sharp,2.115527353585206
99.25411630195025,,,Ceramic,Steel,None,,Low,Low,DLC,Sharp,
169.43512995011656,0.20860158778658908,81.27335775535298,Carbide,,Oil,Minimum,Medium,,None,Sharp,2.322955755033013
178.36670777275265,0.055943082145142264,681.5116232724093,HSS,Aluminum,,Dry,Low,High,TiAlN,Worn,1.8549794292187498
62.44267549595378,0.32404758730286526,139.29123625368848,Diamond,Composite,None,Flood,,Low,TiAlN,,2.0807761406331737
172.20833663799462,0.2926597870765035,29.790118962548178,HSS,Composite,Synthetic,Mist,High,Medium,TiAlN,Standard,1.7040738342205901
93.07113574772072,0.24174122843429216,324.8495637869537,Carbide,Composite,Synthetic,Flood,Low,Medium,TiAlN,Worn,1.0984220465193577
206.79745574892226,0.058930539398492895,207.04879587556286,Carbide,Aluminum,Oil,Dry,High,High,TiAlN,Sharp,0.8917901270448736
237.13232754585812,0.06474017254822936,180.1871636328382,Carbide,Aluminum,Synthetic,,Medium,High,DLC,Sharp,0.5690361420006296
52.586820903818364,0.2816504841208394,141.98930545565514,HSS,Steel,Oil,Mist,Low,Low,None,Sharp,1.0943058464494215
231.81871544329147,0.03755857614551916,600.6112689849451,Ceramic,Titanium,Water,Dry,Medium,Low,DLC,Standard,1.751844044165549
228.75811452702166,0.36789868670380416,627.8210616482975,Diamond,Aluminum,Water,Mist,Medium,High,TiAlN,Worn,1.7832350711790947
105.43967589565153,0.4970135082233598,41.87971901255416,Carbide,Composite,None,Minimum,Low,High,None,Sharp,2.0660870458980414
36.343813440009676,0.3067553114673132,439.71534421108754,HSS,Composite,Synthetic,Dry,Medium,Medium,TiN,Sharp,2.6443044512596323
175.90958504536567,0.3672471113736365,112.44062951624552,Diamond,Aluminum,Water,Mist,,Medium,TiN,,1.972952092744394
105.83645902537724,0.23068927636685985,402.14553120372403,Diamond,Titanium,Oil,Flood,Low,Low,TiAlN,Standard,0.5541145304785318
,0.34035791887152417,281.6041979164122,Carbide,Titanium,Oil,Mist,Low,Low,DLC,Worn,0.12580835909600252
53.884180285822765,0.33285455518332374,165.44387402641553,HSS,Composite,None,Dry,Low,High,None,Standard,0.6307748166300197
73.12579965009748,0.4155636300310545,758.707463336408,Carbide,Composite,Water,Mist,High,Low,None,Worn,
82.242703135601,0.3614430009822558,765.6132105431197,Carbide,Composite,,Mist,Medium,High,DLC,Sharp,1.724581172837918
205.0816141531911,0.379543781136035,453.356564259521,,Titanium,None,Flood,Medium,High,TiAlN,Standard,2.553390383775267
202.44027807219092,0.287185277018049,154.49980109170136,Carbide,Composite,Water,Dry,High,Low,TiN,Standard,0.7412098989878672
138.77112541047518,0.25256716924521816,468.6964256926702,Diamond,Composite,Synthetic,Dry,Medium,Low,TiN,Standard,2.1441477888583687
151.73156495916592,0.24018391701471542,,Diamond,Steel,Oil,Mist,Low,Low,TiAlN,Worn,2.208438864445342
231.91963041020296,0.2081652419029208,305.31982015324036,Diamond,Aluminum,None,Flood,Low,Medium,None,Standard,2.4381288237132615
229.7688427994907,0.1476933263952764,114.50075389917896,Carbide,Composite,Water,,Medium,Medium,DLC,Standard,1.6297667525533952
,0.03598930101342657,556.4836967071913,,Steel,,Minimum,Medium,Medium,TiAlN,Sharp,2.3908591052858874
112.34023493656741,0.34212590374663415,526.7338052434092,Ceramic,Steel,Synthetic,Dry,Medium,High,None,Standard,2.809560857447801
110.64152751054561,0.4524613734683435,6.103652000233534,HSS,Titanium,Synthetic,Dry,Low,High,DLC,Sharp,2.8743106783131966
225.33418338469482,0.466631570058283,683.6164424491666,Carbide,Titanium,Water,Flood,Medium,Medium,None,Sharp,0.4200379083608241
233.8329845554367,0.2986696192166536,530.2939432088327,Carbide,Steel,Synthetic,Dry,Medium,Low,None,Standard,1.8917077186912796
205.66002232493486,0.06518557196537289,160.5803820775385,Diamond,Composite,Synthetic,Flood,Low,High,TiN,Sharp,0.38478361764731106
196.56992258173312,0.44175886738037895,7.574813287976269,,Composite,Water,Dry,Low,Low,TiAlN,Worn,2.771627298359528
152.79608313166932,0.3789175435244334,777.9786099480938,HSS,Titanium,None,Flood,Low,Low,None,Worn,2.8684119059322226
104.43367825251448,0.14067730602328654,604.9703901682389,Diamond,Titanium,None,Mist,Medium,High,TiN,Worn,1.523796447094246
82.93916486485178,0.4057015716338478,295.2157050111699,HSS,Titanium,Synthetic,Flood,Medium,High,,Sharp,2.8816849697038274
60.874426437401475,0.2465638150736178,349.06680387908875,Ceramic,Steel,Oil,Minimum,High,Low,TiAlN,Worn,2.3104127873580698
190.2043940081774,0.446044693602717,433.39410687136694,HSS,Steel,Oil,Minimum,High,Medium,,Worn,2.1030194907970543
200.93533998130266,0.13885324772669652,576.3091832188625,Diamond,Aluminum,Water,Mist,Low,High,TiAlN,Sharp,1.7632355085111395
108.90194057644524,0.4044348419011152,142.4801183248364,Carbide,Composite,Synthetic,Flood,Low,High,TiN,Standard,1.2499938995499602
31.329062028909473,0.36171695156840533,160.6045948272558,HSS,Titanium,Water,Mist,,High,,Sharp,2.8931513343282482
236.49118148114792,0.026931762751367484,43.374394723185844,Carbide,Steel,Synthetic,Minimum,Medium,Medium,TiAlN,Sharp,0.6313014669231996
126.15965087432045,0.2904006122459298,788.7064191965711,Ceramic,Titanium,Synthetic,Dry,High,Medium,TiN,Standard,2.4174867960662607
,0.3634564534196368,701.0789350926683,Ceramic,Aluminum,Water,Mist,,Low,None,Worn,1.1339861773882691
179.0191053855388,0.09507717855331059,444.60162080953967,Ceramic,Composite,,Minimum,Medium,High,None,,2.272074833375073
57.28296920613861,0.27531148901950075,347.0675482940247,Ceramic,Composite,Synthetic,Minimum,Medium,High,DLC,Sharp,0.5328786809699865
101.92948575676441,0.16595739691778627,193.7647623397759,Carbide,Aluminum,None,Mist,Medium,High,None,Worn,1.1512477169097737
174.55104637116648,0.35420139918923665,478.01132415832984,HSS,Composite,Synthetic,Minimum,Medium,Medium,TiAlN,Sharp,2.8411316615437454
172.83561857296593,,553.9557349355343,Diamond,Composite,Oil,Minimum,Medium,High,None,Sharp,1.6940209474056578
81.03679365640176,0.3182998372743992,552.9003048225368,Carbide,Aluminum,None,Minimum,High,High,DLC,Worn,1.4991844766703688
68.9085094605883,0.054819121914377836,10.116729660920345,Ceramic,Aluminum,None,Flood,Medium,Low,TiN,,2.268715515323662
90.89397587611641,0.08614166729504394,563.1209413000718,Carbide,Aluminum,None,Minimum,Low,Medium,TiAlN,Worn,1.2803083157241553
203.1162361051168,0.28500280673142414,693.7664167380053,Ceramic,Titanium,Oil,Mist,Low,Low,DLC,Standard,1.5044224254337568
83.21135624468468,0.10696298337152109,96.35876449250706,HSS,Composite,None,Dry,Low,High,None,Sharp,1.7037906111241876
184.39175940813513,0.25937176218022306,605.5247247743324,HSS,Aluminum,Synthetic,Flood,Low,Low,TiAlN,Worn,2.970461387913356
221.39991422408755,0.35121406348528406,659.4746810892755,,Steel,Synthetic,Dry,Low,High,TiAlN,Standard,2.4258511203483657
116.15691564910964,0.4086904202755657,224.5546610995463,Ceramic,Titanium,Synthetic,,Medium,High,TiN,Sharp,0.16741082457527623
31.538688607137793,0.08864326688391348,571.1244225420849,HSS,Titanium,,Mist,High,Low,None,Standard,2.3616724758328775
61.2307020475182,0.37610185623693254,81.92012405892068,HSS,Composite,Synthetic,Dry,Low,Low,None,Sharp,1.533777973471015
98.61731079070199,0.19432932052770513,521.1236448437487,HSS,Composite,Synthetic,Minimum,High,High,None,Worn,0.7304637716651586
71.78992981967262,0.34588782559745734,410.7118340269696,HSS,Aluminum,Synthetic,Mist,Medium,Medium,None,Standard,2.5678318399063484
93.69299196296723,0.08973662366295328,,Diamond,Aluminum,Oil,Mist,High,Medium,DLC,Standard,0.848068802306041
149.68923609767347,0.26728408723034675,364.31425040782796,Carbide,Titanium,None,Dry,Medium,Low,TiN,Standard,0.9952128784879118
34.63784189461851,0.42202989223748893,345.33618366758265,Diamond,Steel,Synthetic,Minimum,Medium,Medium,TiAlN,Worn,0.23583069583430755
44.1419281307311,0.0710870814327059,747.3589508799507,HSS,Titanium,Oil,Dry,Low,Medium,None,Sharp,2.933934647660882
218.26265374303463,0.4172867639314743,,Carbide,Aluminum,None,Minimum,Low,High,TiN,Worn,
144.91034222725875,0.2373288299587707,33.39074691538402,Ceramic,Aluminum,None,Flood,Low,Low,,Standard,0.48690012948773864
235.81684407303894,0.41517036930676837,391.0242168075087,Diamond,Composite,Water,Dry,Low,Low,None,,1.4941718038816758
30.720634058739577,0.4800261008174725,132.96129321903155,Carbide,Steel,Synthetic,Flood,High,Low,TiAlN,Standard,1.0434042015352256
30.03326186616035,0.0966332524647334,222.59644303141772,Diamond,Steel,None,Minimum,High,Low,None,Worn,0.1455625360079082
192.71125301053928,0.3437934125085185,534.5815722593326,Diamond,,Water,Minimum,Medium,High,None,Standard,2.7853021177726647
134.7755985066455,0.13284629785714905,107.78386321660652,HSS,Steel,None,Mist,High,High,TiAlN,Sharp,2.5262601950223265
231.03563620624178,0.08506605217768483,13.960042271133025,Carbide,Aluminum,,Minimum,Medium,Medium,None,Sharp,2.9614365164244245
203.04847103090745,0.3214796461027273,583.0632958675345,Ceramic,Steel,Synthetic,Dry,Medium,Low,DLC,Worn,0.7654186076856329
140.87178589622812,0.07183214357533242,514.868707527613,,Steel,None,Dry,Medium,High,DLC,Sharp,2.113280417843454
135.27528041178113,0.24328283365953823,722.6181060870816,Carbide,Aluminum,Oil,Minimum,Medium,High,TiAlN,Worn,0.39859946297965587
208.4596937960577,0.32525808336776046,436.13654628859376,HSS,Composite,Oil,Minimum,Low,Low,None,Worn,1.322610004279766
206.8154019108192,0.259822749421435,756.5378997708561,Carbide,Titanium,Synthetic,Dry,Medium,Medium,TiAlN,Standard,2.5478816665823194
90.92785813867283,0.3545932531385512,489.4041222060425,Ceramic,,None,Dry,Low,Medium,TiN,,
178.42010916220443,0.4046777614239322,312.78454048920634,Diamond,Steel,Synthetic,Minimum,Medium,High,TiN,Standard,1.4680666051496907
171.50449580206939,0.4386782829189895,488.72864570825527,HSS,Steel,Oil,Minimum,Low,High,TiN,Sharp,1.332354873932759
218.33858965802287,0.2887386827516352,600.59831474245,HSS,Aluminum,Water,Dry,Low,Low,None,Sharp,2.08844550107699
221.08750557562288,0.15278262603260293,281.2952163700302,Carbide,Aluminum,None,Mist,High,Low,,Standard,0.7518827896425809
89.02174119398927,0.26463769671315074,301.15732499135487,Carbide,Steel,None,Minimum,High,Medium,TiN,Standard,0.5611856897267209
223.54333990090015,0.206090531543316,505.8001494059856,Diamond,Aluminum,Synthetic,Mist,Medium,High,None,Sharp,1.9695638859492064
233.40564673977246,0.1284442829999241,367.1956051209901,Carbide,Steel,None,Dry,Low,Medium,None,Worn,1.941705919429232
54.120066418951254,0.27395231673141446,423.9436988872542,HSS,Aluminum,Oil,Mist,Medium,Medium,TiN,Standard,2.267762002451081
156.22415616695096,0.030874334121584947,785.7548978230448,Carbide,Titanium,None,Flood,High,Medium,DLC,Standard,0.7783947250797091
126.02200979027079,0.3106711517391416,39.80107121414513,HSS,Composite,Synthetic,Mist,Medium,Medium,DLC,Standard,0.09816090244435907
118.43663471178562,0.41436982081138957,520.08079655001,Ceramic,Aluminum,Synthetic,Flood,High,High,DLC,Worn,2.6399752589175747
185.06246674701757,0.49972914585846917,738.6939449601188,HSS,Composite,Oil,Minimum,Low,Medium,DLC,Worn,0.6586985952075862
58.50503924366701,0.46240595588672273,192.7880681849029,HSS,Composite,Oil,Flood,Low,High,TiAlN,Standard,1.2830072651299784
210.38807798863735,,173.56193747965753,,Titanium,Water,Dry,Low,High,TiAlN,Sharp,1.4320765378102598
35.85187407222825,0.09796610225538382,,Diamond,Aluminum,Synthetic,Minimum,Low,Low,TiN,Worn,0.6026379469216104
157.22618965124786,0.08654941897276883,63.89243314051194,Ceramic,Aluminum,Water,,Medium,Medium,None,Standard,1.5864472940679537
79.57919988161123,0.28800874536353627,450.4264105796727,HSS,Aluminum,Water,Flood,Low,Medium,DLC,Worn,2.7471574022638863
176.84316222287643,0.04204926376853246,518.139808227009,Carbide,Composite,None,Dry,High,,None,Sharp,0.8504940070460896
145.59501663689454,0.4697565122615452,656.8100135586868,Carbide,Composite,Water,Dry,Medium,Medium,None,,1.5850021730921915
249.94549081063144,0.04968160173735729,57.60999816035787,HSS,Composite,Water,Dry,,Medium,TiAlN,Sharp,0.9606543204789961
219.7109591086786,0.2078002665644765,351.7670585232215,Carbide,Composite,Water,Dry,High,Medium,None,Worn,2.943140010736202
104.05920322577585,0.44910551240050123,628.4444349938344,Carbide,Titanium,Water,Mist,Low,Low,None,Standard,0.7007655575513081
,0.47522159383650425,615.7999817140865,Diamond,Titanium,Water,Dry,Medium,High,DLC,Standard,0.372524278842414
99.91865119209282,0.24333957705239434,63.544244621983765,Ceramic,,Oil,Dry,High,High,TiN,Standard,0.4707244066064443
190.3345681639186,0.25444714263092805,14.059493766153334,Carbide,,Water,Minimum,Low,,TiAlN,Sharp,1.1327963007129649
122.93089005324252,0.3253650049742924,627.7455563696711,,Composite,Oil,Flood,Low,High,,Sharp,1.6809120936657678
55.39630786725568,0.21566662487271243,114.69222010685382,Carbide,Steel,Oil,Mist,Medium,Medium,TiN,Worn,2.0206325307038684
175.37685268304,0.17583742611845934,464.3427037968192,HSS,Titanium,None,Mist,Medium,Medium,DLC,Standard,1.7091187046021068
32.4343105340488,0.3749249658303647,79.92570506275372,HSS,Steel,Oil,Minimum,Low,,TiN,Worn,2.7213329036514784
95.4038169358666,0.3057719862474952,239.93135161306085,Ceramic,Steel,Oil,Mist,,Low,DLC,Sharp,1.112858643892272
229.57147505714397,0.2512021254065256,130.63963921575595,Ceramic,Composite,Oil,Mist,Medium,Low,DLC,Standard,2.1513842686025533
50.71834846203164,0.06837792085527766,590.433523081689,Ceramic,Aluminum,Synthetic,Minimum,Low,Low,TiN,Worn,0.841134216787692
140.97366290168583,0.0530535776023696,539.8159120171057,Ceramic,,Oil,Dry,Medium,Medium,DLC,Worn,2.0611919119793676
204.9194667374254,0.26519130821046366,112.56785707196084,HSS,Titanium,Synthetic,Mist,Medium,High,TiN,Worn,2.781152722091934
,0.3173272255284709,52.16762517905556,Carbide,Steel,Synthetic,Flood,Low,Low,None,Worn,2.936291099953119
153.1644251278637,0.33560562756650114,375.736524522893,,Titanium,None,Dry,Low,Medium,None,Sharp,2.202597379571384
63.69990811069158,0.44954725180254657,160.4606195829359,Ceramic,Composite,Oil,Dry,High,,TiN,Sharp,2.8302171302345176
236.98863214272973,0.41178793453984214,11.472919337906514,Diamond,,Oil,Dry,Low,Medium,DLC,Worn,2.0572809572882544
194.83694607972987,0.08756587465781601,215.09682927642032,Carbide,Titanium,Oil,Mist,High,Medium,None,Sharp,2.8914289036094796
117.04747866946981,0.40132686024795305,176.1187232048693,HSS,Aluminum,None,Flood,Medium,,TiN,Standard,2.6991606807825193
90.9357630798701,0.34462550871027553,549.5426027322711,Diamond,Composite,Synthetic,,Low,Medium,TiAlN,Standard,0.3645279704564243
40.49762766992643,0.4174538693416041,689.3861475561974,Carbide,Titanium,Synthetic,Minimum,Medium,Medium,None,Worn,1.4486633354958867
72.11485644206942,0.42481020715707646,193.92293821025453,HSS,Aluminum,None,Mist,Low,High,TiN,Standard,1.0749771686545468
201.08895394634425,0.18585564022378903,182.32297047981564,Carbide,Aluminum,Water,Flood,Low,High,TiN,Standard,0.12964729910730732
53.898079095846356,0.1463690542683411,313.274239443346,Diamond,Titanium,Oil,Mist,Low,Medium,None,,1.4273674384601571
58.470757633958144,0.2852643335610255,142.1833190054199,Ceramic,Titanium,Water,Minimum,High,Low,DLC,Sharp,0.48763600080167696
73.10519442723125,0.16333169026262032,757.7179568645926,Carbide,Aluminum,Synthetic,Dry,Low,Low,TiAlN,Worn,0.15753607777116105
116.9751805675389,0.1878489632140902,198.60359896368445,Ceramic,Titanium,Synthetic,Mist,Low,Medium,TiN,Worn,1.3628034272790899
